country,year,child_mortality,life_expectancy,fertility,population,gdp,continent
Tunisia,1835,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1836,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1837,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1838,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1839,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1840,460.21,28.8,6.4,985476,NA,Africa
Tunisia,1841,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1842,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1843,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1844,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1845,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1846,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1847,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1848,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1849,460.21,15,6.4,NA,NA,Africa
Tunisia,1850,460.21,14,6.4,1045505,NA,Africa
Tunisia,1851,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1852,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1853,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1854,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1855,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1856,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1857,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1858,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1859,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1860,460.21,28.8,6.4,1112651,NA,Africa
Tunisia,1861,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1862,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1863,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1864,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1865,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1866,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1867,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1868,460.21,9.8,6.4,NA,NA,Africa
Tunisia,1869,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1870,460.21,28.8,6.4,1200115,NA,Africa
Tunisia,1871,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1872,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1873,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1874,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1875,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1876,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1877,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1878,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1879,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1880,460.21,28.8,6.4,1324052,NA,Africa
Tunisia,1881,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1882,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1883,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1884,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1885,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1886,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1887,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1888,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1889,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1890,460.21,28.8,6.4,1478214,NA,Africa
Tunisia,1891,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1892,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1893,460.21,28.8,6.4,NA,NA,Africa
Tunisia,1894,460.19,28.8,6.4,NA,NA,Africa
Tunisia,1895,460.16,28.8,6.4,NA,NA,Africa
Tunisia,1896,460.09,28.8,6.4,NA,NA,Africa
Tunisia,1897,459.97,28.8,6.4,NA,NA,Africa
Tunisia,1898,459.79,28.8,6.4,NA,NA,Africa
Tunisia,1899,459.53,28.8,6.4,NA,NA,Africa
Tunisia,1900,459.21,28.8,6.4,1651653,NA,Africa
Tunisia,1901,458.81,28.8,6.4,NA,NA,Africa
Tunisia,1902,458.35,28.8,6.4,NA,NA,Africa
Tunisia,1903,457.81,28.8,6.4,NA,NA,Africa
Tunisia,1904,457.19,28.8,6.4,NA,NA,Africa
Tunisia,1905,456.51,28.8,6.4,NA,NA,Africa
Tunisia,1906,455.75,28.8,6.4,NA,NA,Africa
Tunisia,1907,454.93,28.8,6.4,NA,NA,Africa
Tunisia,1908,454.03,28.8,6.4,NA,NA,Africa
Tunisia,1909,453.07,28.8,6.4,NA,NA,Africa
Tunisia,1910,452.06,28.8,6.4,1844566,NA,Africa
Tunisia,1911,451.01,28.8,6.4,NA,NA,Africa
Tunisia,1912,449.95,28.8,6.4,NA,NA,Africa
Tunisia,1913,448.87,28.8,6.4,NA,NA,Africa
Tunisia,1914,447.79,28.8,6.4,NA,NA,Africa
Tunisia,1915,446.71,28.8,6.4,NA,NA,Africa
Tunisia,1916,445.63,28.8,6.4,NA,NA,Africa
Tunisia,1917,444.55,28.8,6.4,NA,NA,Africa
Tunisia,1918,443.47,22.04,6.4,NA,NA,Africa
Tunisia,1919,442.39,28.8,6.4,NA,NA,Africa
Tunisia,1920,441.31,28.8,6.4,2152882,NA,Africa
Tunisia,1921,440.23,28.8,6.4,NA,NA,Africa
Tunisia,1922,439.15,28.8,6.4,NA,NA,Africa
Tunisia,1923,437.98,28.8,6.4,NA,NA,Africa
Tunisia,1924,434.16,29.04,6.4,NA,NA,Africa
Tunisia,1925,429.13,29.28,6.4,NA,NA,Africa
Tunisia,1926,425.4,29.53,6.4,NA,NA,Africa
Tunisia,1927,420.41,29.77,6.4,NA,NA,Africa
Tunisia,1928,416.72,30.01,6.4,NA,NA,Africa
Tunisia,1929,411.85,30.25,6.4,NA,NA,Africa
Tunisia,1930,408.25,30.49,6.4,2556135,NA,Africa
Tunisia,1931,404.66,30.74,6.38,NA,NA,Africa
Tunisia,1932,399.84,30.98,6.35,NA,NA,Africa
Tunisia,1933,396.34,31.22,6.33,NA,NA,Africa
Tunisia,1934,391.65,31.63,6.3,NA,NA,Africa
Tunisia,1935,388.18,32.04,6.28,NA,NA,Africa
Tunisia,1936,383.52,32.45,6.25,NA,NA,Africa
Tunisia,1937,380.13,32.87,6.23,NA,NA,Africa
Tunisia,1938,375.59,33.28,6.2,NA,NA,Africa
Tunisia,1939,372.23,33.69,6.18,NA,NA,Africa
Tunisia,1940,367.73,34.1,6.15,3034920,NA,Africa
Tunisia,1941,364.44,33.06,6.13,NA,NA,Africa
Tunisia,1942,360.05,27.12,6.1,NA,NA,Africa
Tunisia,1943,356.79,25.18,6.08,NA,NA,Africa
Tunisia,1944,348.03,26.24,6.05,NA,NA,Africa
Tunisia,1945,340.5,27.8,6.03,NA,NA,Africa
Tunisia,1946,332.05,35.36,6,NA,NA,Africa
Tunisia,1947,324.77,37.42,5.48,NA,NA,Africa
Tunisia,1948,316.55,37.9,4.93,NA,NA,Africa
Tunisia,1949,309.54,38.38,5.84,NA,NA,Africa
Tunisia,1950,301.6,38.86,6.74,3605310,NA,Africa
Tunisia,1951,299.75,39.03,6.74,3696457,NA,Africa
Tunisia,1952,297.81,39.33,6.73,3773357,NA,Africa
Tunisia,1953,295.89,39.68,6.74,3838499,NA,Africa
Tunisia,1954,293.98,40.06,6.75,3894386,NA,Africa
Tunisia,1955,292.08,40.48,6.78,3943533,NA,Africa
Tunisia,1956,290.2,40.94,6.82,3988481,NA,Africa
Tunisia,1957,288.32,41.43,6.87,4031786,NA,Africa
Tunisia,1958,286.46,41.97,6.93,4075967,NA,Africa
Tunisia,1959,284.61,42.56,6.99,4123437,NA,Africa
Tunisia,1960,282.78,43.2,7.04,4176266,NA,Africa
Tunisia,1961,280.95,43.89,7.09,4235936,2957595859,Africa
Tunisia,1962,267.8,44.65,7.12,4303130,3099883114,Africa
Tunisia,1963,256.3,45.47,7.13,4377636,3472635640,Africa
Tunisia,1964,244.7,46.35,7.11,4458609,3642979536,Africa
Tunisia,1965,233.5,47.31,7.06,4545340,3737795915,Africa
Tunisia,1966,222.3,48.33,6.98,4638271,3866931819,Africa
Tunisia,1967,211.2,49.42,6.87,4737633,3873194382,Africa
Tunisia,1968,200.6,50.56,6.74,4842166,4276383395,Africa
Tunisia,1969,190.3,51.74,6.59,4950153,4479418249,Africa
Tunisia,1970,180.6,52.94,6.44,5060393,4688590613,Africa
Tunisia,1971,171.1,54.16,6.29,5172692,5183714988,Africa
Tunisia,1972,162.1,55.37,6.16,5287548,6103446975,Africa
Tunisia,1973,153,56.57,6.05,5405354,6063491111,Africa
Tunisia,1974,144.1,57.75,5.95,5526768,6553104841,Africa
Tunisia,1975,135.1,58.9,5.87,5652478,7022051567,Africa
Tunisia,1976,126.3,60.03,5.79,5781793,7575168218,Africa
Tunisia,1977,117.7,61.15,5.71,5915006,7833564438,Africa
Tunisia,1978,109.6,62.27,5.61,6054914,8338083138,Africa
Tunisia,1979,102.3,63.36,5.49,6205210,8885688503,Africa
Tunisia,1980,95.7,64.41,5.35,6368169,9544894532,Africa
Tunisia,1981,89.9,65.4,5.19,6545025,10071206990,Africa
Tunisia,1982,84.6,66.31,5.02,6733958,10021481643,Africa
Tunisia,1983,80,67.13,4.83,6930390,10490679115,Africa
Tunisia,1984,75.6,67.87,4.65,7127943,11093771860,Africa
Tunisia,1985,71.5,68.56,4.45,7321877,11720411663,Africa
Tunisia,1986,67.9,69.2,4.27,7509750,11550818723,Africa
Tunisia,1987,64.7,69.83,4.08,7692246,12324881909,Africa
Tunisia,1988,61.9,70.48,3.89,7871460,12333775383,Africa
Tunisia,1989,59.3,71.13,3.71,8050936,12549209349,Africa
Tunisia,1990,57,71.8,3.54,8232797,13546848859,Africa
Tunisia,1991,54.8,72,3.36,8417689,14075791708,Africa
Tunisia,1992,52.5,72.2,3.19,8603226,15174509839,Africa
Tunisia,1993,50.1,72.2,3.01,8784888,15506805690,Africa
Tunisia,1994,47.5,72.5,2.84,8956590,15999675713,Africa
Tunisia,1995,44.9,72.9,2.68,9113972,16375935319,Africa
Tunisia,1996,42.1,73.4,2.52,9256036,17546172836,Africa
Tunisia,1997,39.3,73.9,2.39,9384151,18500850173,Africa
Tunisia,1998,36.5,74.3,2.28,9499387,19419465919,Africa
Tunisia,1999,34,74.7,2.18,9603733,20588036338,Africa
Tunisia,2000,31.7,75,2.11,9699192,21473261837,Africa
Tunisia,2001,29.6,75.3,2.07,9785665,22514700518,Africa
Tunisia,2002,27.8,75.5,2.04,9864207,22897529290,Africa
Tunisia,2003,26,75.7,2.03,9939478,24150166367,Africa
Tunisia,2004,24.5,76,2.02,10017439,25589278230,Africa
Tunisia,2005,23,76.2,2.03,10102477,26612888891,Africa
Tunisia,2006,21.7,76.4,2.03,10196441,28117653870,Africa
Tunisia,2007,20.5,76.6,2.04,10298717,29877676522,Africa
Tunisia,2008,19.4,76.8,2.04,10408091,31228376126,Africa
Tunisia,2009,18.3,77,2.05,10522214,32195585570,Africa
Tunisia,2010,17.4,77.1,2.04,10639194,33161453137,Africa
Tunisia,2011,16.5,77.2,2.04,10758870,32564546981,Africa
Tunisia,2012,15.8,77.4,2.02,10881450,NA,Africa
Tunisia,2013,15.2,77.5,2.01,11005706,NA,Africa
Tunisia,2014,14.6,77.6,1.99,11130154,NA,Africa
Tunisia,2015,14,77.6,1.97,11253554,NA,Africa
Turkey,1800,379.99,35,6.92,9773456,NA,Asia
Turkey,1801,379.99,35,6.92,NA,NA,Asia
Turkey,1802,379.99,35,6.92,NA,NA,Asia
Turkey,1803,379.99,35,6.92,NA,NA,Asia
Turkey,1804,379.99,35,6.92,NA,NA,Asia
Turkey,1805,379.99,35,6.92,NA,NA,Asia
Turkey,1806,379.99,35,6.92,NA,NA,Asia
Turkey,1807,379.99,35,6.92,NA,NA,Asia
Turkey,1808,379.99,35,6.92,NA,NA,Asia
Turkey,1809,379.99,35,6.92,NA,NA,Asia
Turkey,1810,379.99,35,6.92,9923007,NA,Asia
Turkey,1811,379.99,35,6.92,NA,NA,Asia
Turkey,1812,379.99,35,6.92,NA,NA,Asia
Turkey,1813,379.99,35,6.92,NA,NA,Asia
Turkey,1814,379.99,35,6.92,NA,NA,Asia
Turkey,1815,379.99,35,6.92,NA,NA,Asia
Turkey,1816,379.99,35,6.92,NA,NA,Asia
Turkey,1817,379.99,35,6.92,NA,NA,Asia
Turkey,1818,379.99,35,6.92,NA,NA,Asia
Turkey,1819,379.99,35,6.92,NA,NA,Asia
Turkey,1820,379.99,35,6.92,10118315,NA,Asia
Turkey,1821,379.99,35,6.92,NA,NA,Asia
Turkey,1822,379.99,35,6.92,NA,NA,Asia
Turkey,1823,379.99,35,6.92,NA,NA,Asia
Turkey,1824,379.99,35,6.92,NA,NA,Asia
Turkey,1825,379.99,35,6.92,NA,NA,Asia
Turkey,1826,379.99,35,6.92,NA,NA,Asia
Turkey,1827,379.99,35,6.92,NA,NA,Asia
Turkey,1828,379.99,35,6.92,NA,NA,Asia
Turkey,1829,379.99,35,6.92,NA,NA,Asia
Turkey,1830,379.99,35,6.92,10398375,NA,Asia
Turkey,1831,379.99,35,6.92,NA,NA,Asia
Turkey,1832,379.99,35,6.92,NA,NA,Asia
Turkey,1833,379.99,35,6.92,NA,NA,Asia
Turkey,1834,379.99,35,6.92,NA,NA,Asia
Turkey,1835,379.99,35,6.92,NA,NA,Asia
Turkey,1836,379.99,35,6.92,NA,NA,Asia
Turkey,1837,379.99,35,6.92,NA,NA,Asia
Turkey,1838,379.99,35,6.92,NA,NA,Asia
Turkey,1839,379.99,35,6.92,NA,NA,Asia
Turkey,1840,379.99,35,6.92,10731241,NA,Asia
Turkey,1841,379.99,35,6.92,NA,NA,Asia
Turkey,1842,379.99,35,6.92,NA,NA,Asia
Turkey,1843,379.99,35,6.92,NA,NA,Asia
Turkey,1844,379.99,35,6.92,NA,NA,Asia
Turkey,1845,379.99,35,6.92,NA,NA,Asia
Turkey,1846,379.99,35,6.92,NA,NA,Asia
Turkey,1847,379.99,35,6.92,NA,NA,Asia
Turkey,1848,379.99,35,6.92,NA,NA,Asia
Turkey,1849,379.99,35,6.92,NA,NA,Asia
Turkey,1850,379.99,35,6.92,11074762,NA,Asia
Turkey,1851,379.99,35,6.92,NA,NA,Asia
Turkey,1852,379.99,35,6.92,NA,NA,Asia
Turkey,1853,379.99,35,6.92,NA,NA,Asia
Turkey,1854,379.99,35,6.92,NA,NA,Asia
Turkey,1855,379.99,35,6.92,NA,NA,Asia
Turkey,1856,379.99,35,6.92,NA,NA,Asia
Turkey,1857,379.99,35,6.92,NA,NA,Asia
Turkey,1858,379.99,35,6.92,NA,NA,Asia
Turkey,1859,379.99,35,6.92,NA,NA,Asia
Turkey,1860,379.99,35,6.92,11428718,NA,Asia
Turkey,1861,379.99,35,6.92,NA,NA,Asia
Turkey,1862,379.99,35,6.92,NA,NA,Asia
Turkey,1863,379.99,35,6.92,NA,NA,Asia
Turkey,1864,379.99,35,6.92,NA,NA,Asia
Turkey,1865,379.99,35,6.92,NA,NA,Asia
Turkey,1866,379.99,35,6.92,NA,NA,Asia
Turkey,1867,379.99,35,6.92,NA,NA,Asia
Turkey,1868,379.99,35,6.92,NA,NA,Asia
Turkey,1869,379.99,35,6.92,NA,NA,Asia
Turkey,1870,379.99,35,6.92,11871788,NA,Asia
Turkey,1871,379.99,35,6.92,NA,NA,Asia
Turkey,1872,379.99,35,6.92,NA,NA,Asia
Turkey,1873,379.99,35,6.92,NA,NA,Asia
Turkey,1874,379.99,35,6.92,NA,NA,Asia
Turkey,1875,379.99,35,6.92,NA,NA,Asia
Turkey,1876,379.99,35,6.92,NA,NA,Asia
Turkey,1877,379.99,35,6.92,NA,NA,Asia
Turkey,1878,379.99,35,6.92,NA,NA,Asia
Turkey,1879,379.99,35,6.92,NA,NA,Asia
Turkey,1880,379.99,35,6.92,12474351,NA,Asia
Turkey,1881,379.99,35,6.92,NA,NA,Asia
Turkey,1882,379.99,35,6.92,NA,NA,Asia
Turkey,1883,379.99,35,6.92,NA,NA,Asia
Turkey,1884,379.99,35,6.92,NA,NA,Asia
Turkey,1885,379.99,35,6.92,NA,NA,Asia
Turkey,1886,379.99,35,6.92,NA,NA,Asia
Turkey,1887,379.99,35,6.92,NA,NA,Asia
Turkey,1888,379.99,35,6.92,NA,NA,Asia
Turkey,1889,379.99,35,6.92,NA,NA,Asia
Turkey,1890,379.99,35,6.92,13188522,NA,Asia
Turkey,1891,379.99,35,6.92,NA,NA,Asia
Turkey,1892,379.99,35,6.92,NA,NA,Asia
Turkey,1893,379.99,35,6.92,NA,NA,Asia
Turkey,1894,379.98,35,6.92,NA,NA,Asia
Turkey,1895,379.95,35,6.92,NA,NA,Asia
Turkey,1896,379.89,35,6.92,NA,NA,Asia
Turkey,1897,379.79,35,6.92,NA,NA,Asia
Turkey,1898,379.65,35,6.92,NA,NA,Asia
Turkey,1899,379.44,35,6.92,NA,NA,Asia
Turkey,1900,379.17,35,6.92,13946634,NA,Asia
Turkey,1901,378.84,35,6.91,NA,NA,Asia
Turkey,1902,378.46,35,6.91,NA,NA,Asia
Turkey,1903,378.01,35,6.9,NA,NA,Asia
Turkey,1904,377.51,35,6.9,NA,NA,Asia
Turkey,1905,376.94,35,6.89,NA,NA,Asia
Turkey,1906,376.32,35,6.89,NA,NA,Asia
Turkey,1907,375.63,35,6.88,NA,NA,Asia
Turkey,1908,374.89,35,6.87,NA,NA,Asia
Turkey,1909,374.1,35,6.87,NA,NA,Asia
Turkey,1910,373.27,35,6.86,14746479,NA,Asia
Turkey,1911,372.4,35,6.86,NA,NA,Asia
Turkey,1912,371.52,35,6.85,NA,NA,Asia
Turkey,1913,370.63,35,6.84,NA,NA,Asia
Turkey,1914,369.45,27,6.84,NA,NA,Asia
Turkey,1915,368.27,7,6.83,NA,NA,Asia
Turkey,1916,367.09,19,6.83,NA,NA,Asia
Turkey,1917,365.91,22,6.82,NA,NA,Asia
Turkey,1918,364.73,19.07,6.82,NA,NA,Asia
Turkey,1919,363.56,30,6.81,NA,NA,Asia
Turkey,1920,362.39,29,6.8,14200404,NA,Asia
Turkey,1921,361.21,29,6.8,NA,NA,Asia
Turkey,1922,360.04,33,6.79,NA,NA,Asia
Turkey,1923,358.87,35,6.79,NA,NA,Asia
Turkey,1924,357.7,35,6.78,NA,NA,Asia
Turkey,1925,356.54,35,6.78,NA,NA,Asia
Turkey,1926,355.37,35,6.77,NA,NA,Asia
Turkey,1927,354.21,35,6.76,NA,NA,Asia
Turkey,1928,353.04,35,6.76,NA,NA,Asia
Turkey,1929,351.88,35,6.75,NA,NA,Asia
Turkey,1930,350.72,35,6.75,14930772,NA,Asia
Turkey,1931,348.46,35.06,6.74,NA,NA,Asia
Turkey,1932,347.3,35.12,6.73,NA,NA,Asia
Turkey,1933,345.06,35.18,6.73,NA,NA,Asia
Turkey,1934,343.92,35.25,6.72,NA,NA,Asia
Turkey,1935,341.68,35.31,6.72,NA,NA,Asia
Turkey,1936,339.46,35.37,6.71,NA,NA,Asia
Turkey,1937,338.33,35.43,6.71,NA,NA,Asia
Turkey,1938,345.89,34.61,6.7,NA,NA,Asia
Turkey,1939,353.52,33.79,6.68,NA,NA,Asia
Turkey,1940,361.25,32.98,6.66,17777172,NA,Asia
Turkey,1941,369.09,32.24,6.64,NA,NA,Asia
Turkey,1942,378.2,31.49,6.62,NA,NA,Asia
Turkey,1943,360.97,32.92,6.6,NA,NA,Asia
Turkey,1944,352.73,34.35,6.66,NA,NA,Asia
Turkey,1945,344.67,35.78,6.72,NA,NA,Asia
Turkey,1946,336.8,37.21,6.78,NA,NA,Asia
Turkey,1947,329.11,38.64,6.84,NA,NA,Asia
Turkey,1948,321.59,39.4,6.9,NA,NA,Asia
Turkey,1949,314.24,40.17,6.79,NA,NA,Asia
Turkey,1950,307.07,40.94,6.67,21238496,NA,Asia
Turkey,1951,300.05,41.2,6.66,21806355,NA,Asia
Turkey,1952,293.2,41.68,6.64,22393931,NA,Asia
Turkey,1953,286.5,42.2,6.61,22999018,NA,Asia
Turkey,1954,281.5,42.76,6.58,23619469,NA,Asia
Turkey,1955,276.5,43.35,6.54,24253200,NA,Asia
Turkey,1956,271.6,43.99,6.5,24898170,NA,Asia
Turkey,1957,266.5,44.67,6.46,25552398,NA,Asia
Turkey,1958,261.2,45.38,6.41,26214022,NA,Asia
Turkey,1959,255.4,46.13,6.36,26881379,NA,Asia
Turkey,1960,249,46.91,6.3,27553280,44566050533,Asia
Turkey,1961,242.3,47.71,6.24,28229291,45081264990,Asia
Turkey,1962,235.5,48.52,6.18,28909985,47592935468,Asia
Turkey,1963,228.7,49.35,6.1,29597047,51907856546,Asia
Turkey,1964,221.9,50.15,6.03,30292969,54741536059,Asia
Turkey,1965,215.4,50.96,5.95,31000167,56287179430,Asia
Turkey,1966,209.3,51.74,5.87,31718266,62598556529,Asia
Turkey,1967,203.4,52.48,5.8,32448404,65561039657,Asia
Turkey,1968,197.8,53.21,5.72,33196289,70004764349,Asia
Turkey,1969,192.3,53.91,5.64,33969201,72861760698,Asia
Turkey,1970,186.9,54.59,5.56,34772031,75217752385,Asia
Turkey,1971,181.5,55.27,5.48,35608079,79404894949,Asia
Turkey,1972,175.9,55.96,5.38,36475356,85301334432,Asia
Turkey,1973,170.3,56.65,5.26,37366922,88084149122,Asia
Turkey,1974,164.5,57.36,5.14,38272701,93011994443,Asia
Turkey,1975,158.6,58.08,5.01,39185637,99684779523,Asia
Turkey,1976,152.7,58.81,4.87,40100696,110000000000,Asia
Turkey,1977,146.7,59.55,4.74,41020211,114000000000,Asia
Turkey,1978,140.7,60.29,4.61,41953105,116000000000,Asia
Turkey,1979,134.7,61.03,4.48,42912350,115000000000,Asia
Turkey,1980,128.7,61.74,4.36,43905790,112000000000,Asia
Turkey,1981,122.7,62.45,4.24,44936836,117000000000,Asia
Turkey,1982,116.7,63.15,4.11,45997940,122000000000,Asia
Turkey,1983,110.7,63.82,3.98,47072603,128000000000,Asia
Turkey,1984,104.9,64.49,3.84,48138191,136000000000,Asia
Turkey,1985,99.3,65.15,3.7,49178079,142000000000,Asia
Turkey,1986,93.9,65.76,3.56,50187091,152000000000,Asia
Turkey,1987,88.7,66.37,3.43,51168841,166000000000,Asia
Turkey,1988,83.7,66.96,3.3,52126497,170000000000,Asia
Turkey,1989,79,67.53,3.18,53066569,171000000000,Asia
Turkey,1990,74.5,68.1,3.08,53994605,187000000000,Asia
Turkey,1991,70.3,68.5,2.99,54909508,188000000000,Asia
Turkey,1992,66.3,69.2,2.91,55811134,197000000000,Asia
Turkey,1993,62.4,69.7,2.84,56707454,213000000000,Asia
Turkey,1994,58.8,69.8,2.77,57608769,203000000000,Asia
Turkey,1995,55.2,70,2.72,58522320,219000000000,Asia
Turkey,1996,51.8,70.6,2.66,59451488,235000000000,Asia
Turkey,1997,48.6,71.2,2.61,60394104,253000000000,Asia
Turkey,1998,45.4,72,2.56,61344874,258000000000,Asia
Turkey,1999,42.4,71.5,2.51,62295617,250000000000,Asia
Turkey,2000,39.6,73.8,2.45,63240157,267000000000,Asia
Turkey,2001,36.9,74.4,2.4,64182694,251000000000,Asia
Turkey,2002,34.4,75.1,2.36,65125766,267000000000,Asia
Turkey,2003,32,75.1,2.31,66060121,281000000000,Asia
Turkey,2004,29.7,75.8,2.27,66973561,307000000000,Asia
Turkey,2005,27.7,76.2,2.23,67860617,333000000000,Asia
Turkey,2006,25.7,76.7,2.2,68704721,356000000000,Asia
Turkey,2007,23.9,77.4,2.17,69515492,373000000000,Asia
Turkey,2008,22.2,77.8,2.15,70344357,375000000000,Asia
Turkey,2009,20.6,78.5,2.12,71261307,357000000000,Asia
Turkey,2010,19.1,78.8,2.1,72310416,390000000000,Asia
Turkey,2011,17.8,78.8,2.08,73517002,423000000000,Asia
Turkey,2012,16.5,79.1,2.06,74849187,NA,Asia
Turkey,2013,15.4,78.8,2.04,76223639,NA,Asia
Turkey,2014,14.3,79.1,2.02,77523788,NA,Asia
Turkey,2015,13.5,79.2,2,78665830,NA,Asia
Turkmenistan,1800,497.92,24,6.22,367215,NA,Asia
Turkmenistan,1801,497.66,24,6.22,NA,NA,Asia
Turkmenistan,1802,497.4,24,6.22,NA,NA,Asia
Turkmenistan,1803,497.14,24,6.22,NA,NA,Asia
Turkmenistan,1804,496.88,24,6.22,NA,NA,Asia
Turkmenistan,1805,496.62,24,6.22,NA,NA,Asia
Turkmenistan,1806,496.36,24,6.22,NA,NA,Asia
Turkmenistan,1807,496.1,24,6.22,NA,NA,Asia
Turkmenistan,1808,495.84,24,6.22,NA,NA,Asia
Turkmenistan,1809,495.58,24,6.22,NA,NA,Asia
Turkmenistan,1810,495.32,24,6.22,367215,NA,Asia
Turkmenistan,1811,495.07,24,6.22,NA,NA,Asia
Turkmenistan,1812,494.81,24,6.22,NA,NA,Asia
Turkmenistan,1813,494.55,24,6.22,NA,NA,Asia
Turkmenistan,1814,494.29,24,6.22,NA,NA,Asia
Turkmenistan,1815,494.03,24,6.22,NA,NA,Asia
Turkmenistan,1816,493.77,24,6.22,NA,NA,Asia
Turkmenistan,1817,493.52,24,6.22,NA,NA,Asia
Turkmenistan,1818,493.26,24,6.22,NA,NA,Asia
Turkmenistan,1819,493,24,6.22,NA,NA,Asia
Turkmenistan,1820,492.74,24,6.22,376333,NA,Asia
Turkmenistan,1821,492.49,24,6.22,NA,NA,Asia
Turkmenistan,1822,492.23,24,6.22,NA,NA,Asia
Turkmenistan,1823,491.97,24,6.22,NA,NA,Asia
Turkmenistan,1824,491.71,24,6.22,NA,NA,Asia
Turkmenistan,1825,491.46,24,6.22,NA,NA,Asia
Turkmenistan,1826,491.2,24,6.22,NA,NA,Asia
Turkmenistan,1827,490.94,24,6.22,NA,NA,Asia
Turkmenistan,1828,490.69,24,6.22,NA,NA,Asia
Turkmenistan,1829,490.43,24,6.22,NA,NA,Asia
Turkmenistan,1830,490.18,24,6.22,403139,NA,Asia
Turkmenistan,1831,489.92,24,6.22,NA,NA,Asia
Turkmenistan,1832,489.66,24,6.22,NA,NA,Asia
Turkmenistan,1833,489.41,24,6.22,NA,NA,Asia
Turkmenistan,1834,489.15,24,6.22,NA,NA,Asia
Turkmenistan,1835,488.9,24,6.22,NA,NA,Asia
Turkmenistan,1836,488.64,24,6.22,NA,NA,Asia
Turkmenistan,1837,488.39,24,6.22,NA,NA,Asia
Turkmenistan,1838,488.13,24,6.22,NA,NA,Asia
Turkmenistan,1839,487.88,24,6.22,NA,NA,Asia
Turkmenistan,1840,487.62,24,6.22,441894,NA,Asia
Turkmenistan,1841,487.37,24,6.22,NA,NA,Asia
Turkmenistan,1842,487.11,24,6.22,NA,NA,Asia
Turkmenistan,1843,486.86,24,6.22,NA,NA,Asia
Turkmenistan,1844,486.6,24,6.22,NA,NA,Asia
Turkmenistan,1845,486.35,24,6.22,NA,NA,Asia
Turkmenistan,1846,486.09,24,6.22,NA,NA,Asia
Turkmenistan,1847,485.84,24,6.22,NA,NA,Asia
Turkmenistan,1848,485.59,24,6.22,NA,NA,Asia
Turkmenistan,1849,485.33,24,6.22,NA,NA,Asia
Turkmenistan,1850,485.08,24,6.22,484374,NA,Asia
Turkmenistan,1851,484.83,24,6.22,NA,NA,Asia
Turkmenistan,1852,484.57,24,6.22,NA,NA,Asia
Turkmenistan,1853,484.32,24,6.22,NA,NA,Asia
Turkmenistan,1854,484.07,24,6.22,NA,NA,Asia
Turkmenistan,1855,483.81,24,6.22,NA,NA,Asia
Turkmenistan,1856,483.56,24,6.22,NA,NA,Asia
Turkmenistan,1857,483.31,24,6.22,NA,NA,Asia
